batch,level,missing_mode,missing_rate,missing_rate_pct,imputation_method,config_type,mae,rmse,r2,seed,architecture
3C,level_3,MCAR,0.1,10.0,knn,baseline,0.0381493367416075,0.0505309392331139,0.5510103668095329,9,cnn
3C,level_3,MCAR,0.15,15.0,knn,baseline,0.0372744282751782,0.0467428162252475,0.6158053420556053,9,cnn
3C,level_3,MCAR,0.2,20.0,knn,baseline,0.0372218596411089,0.0487945049834888,0.5813381335840422,9,cnn
3C,level_3,MCAR,0.25,25.0,knn,baseline,0.0388587121163136,0.0491922276678494,0.5744853153810479,9,cnn
3C,level_3,MCAR,0.3,30.0,knn,baseline,0.0380191988031914,0.051849785414063,0.5272674583834389,9,cnn
3C,level_3,MCAR,0.35,35.0,knn,baseline,0.0373856618162024,0.0466974158526279,0.6165513009524058,9,cnn
3C,level_3,MCAR,0.4,40.0,knn,baseline,0.0376968858833854,0.0471867459369903,0.6084730782307226,9,cnn
3C,level_3,MCAR,0.45,45.0,knn,baseline,0.0381997070594318,0.0485779246188015,0.5850464489390823,9,cnn
3C,level_3,MCAR,0.5,50.0,knn,baseline,0.0382916946692951,0.0509806866705508,0.5429823910277425,9,cnn
3C,level_3,MCAR,0.55,55.00000000000001,knn,baseline,0.0374851060578727,0.047275390764879,0.6070006547370135,9,cnn
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0378717729836772,0.0473495414521391,0.6057668616450582,9,cnn
3C,level_3,MCAR,0.65,65.0,knn,baseline,0.0384334673351711,0.0491205733588741,0.5757240376755739,9,cnn
3C,level_3,MCAR,0.7000000000000001,70.0,knn,baseline,0.0386667523643367,0.0489570945708939,0.578543414413996,9,cnn
3C,level_3,MCAR,0.75,75.0,knn,baseline,0.0414743914671823,0.0526094587955828,0.5133135662711308,9,cnn
3C,level_3,MCAR,0.8,80.0,knn,baseline,0.0457372347581471,0.05731497352411,0.4223593280387555,9,cnn
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0600558318911432,0.0767214661088293,-0.0350357703211399,9,cnn
3C,level_3,MCAR,0.9,90.0,knn,baseline,0.0992634929122654,0.1205366321304206,-1.5548162976957434,9,cnn
3C,level_3,MCAR,0.95,95.0,knn,baseline,0.1665663813721767,0.1888514874756889,-5.2713695357200505,9,cnn
3C,level_3,MAR,0.0,0.0,knn,baseline,0.0380116033655531,0.0502909613465513,0.5552648584684339,9,cnn
3C,level_3,MAR,0.05,5.0,knn,baseline,0.0382754978874332,0.0513655983188418,0.5360552391545118,9,cnn
3C,level_3,MAR,0.1,10.0,knn,baseline,0.0381643196933376,0.0496583028426271,0.5663839811895999,9,cnn
3C,level_3,MAR,0.15,15.0,knn,baseline,0.0382848642351497,0.0493149777223488,0.5723590803733806,9,cnn
3C,level_3,MAR,0.2,20.0,knn,baseline,0.0365691516292292,0.0456926489510308,0.6328747588860459,9,cnn
3C,level_3,MAR,0.25,25.0,knn,baseline,0.0380269238977003,0.0499153157380574,0.5618838955729052,9,cnn
3C,level_3,MAR,0.3,30.0,knn,baseline,0.0381034127285012,0.0473733403968187,0.6053704611626674,9,cnn
3C,level_3,MAR,0.35,35.0,knn,baseline,0.0390665471751075,0.0523721022989101,0.5176951964790752,9,cnn
3C,level_3,MAR,0.4,40.0,knn,baseline,0.0380907391273101,0.0496488805367364,0.5665485166216181,9,cnn
3C,level_3,MAR,0.45,45.0,knn,baseline,0.0369280264022502,0.0457558534858769,0.631858401588935,9,cnn
3C,level_3,MAR,0.5,50.0,knn,baseline,0.0366874099510499,0.0469112328381894,0.6130318108300095,9,cnn
3C,level_3,MAR,0.55,55.00000000000001,knn,baseline,0.0383246758823981,0.0485843881262083,0.5849360187878778,9,cnn
3C,level_3,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0392673754680804,0.0513925745619872,0.5355678011207656,9,cnn
3C,level_3,MAR,0.65,65.0,knn,baseline,0.0415737075366026,0.0559827170179508,0.4489011345827909,9,cnn
3C,level_3,MAR,0.7000000000000001,70.0,knn,baseline,0.0422672317157682,0.0586969698400587,0.3941669857582923,9,cnn
3C,level_3,MAR,0.75,75.0,knn,baseline,0.0435726874071937,0.0615183420456449,0.3345264215351378,9,cnn
3C,level_3,MAR,0.8,80.0,knn,baseline,0.0470540912280973,0.065546173952709,0.2445316670070132,9,cnn
3C,level_3,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0541733989501394,0.0802761654652338,-0.1331693290935369,9,cnn
3C,level_3,MAR,0.9,90.0,knn,baseline,0.0609217762744173,0.0900573845862604,-0.4261336675674991,9,cnn
3C,level_3,MAR,0.95,95.0,knn,baseline,0.0706472118616667,0.1066330074303017,-0.9994239424074364,9,cnn
3C,level_3,MNAR,0.0,0.0,knn,baseline,0.0380116033655531,0.0502909613465513,0.5552648584684339,9,cnn
3C,level_3,MNAR,0.05,5.0,knn,baseline,0.0381100376255405,0.0503017548510024,0.5550739388391857,9,cnn
3C,level_3,MNAR,0.1,10.0,knn,baseline,0.0382139351328495,0.0508123817170433,0.5459949577618567,9,cnn
3C,level_3,MNAR,0.15,15.0,knn,baseline,0.0373927957701626,0.0466420238004549,0.617460448176152,9,cnn
3C,level_3,MNAR,0.2,20.0,knn,baseline,0.0379400113209483,0.0504503796164388,0.5524408409188437,9,cnn
3C,level_3,MNAR,0.25,25.0,knn,baseline,0.0380402822122506,0.0484132521138356,0.5878549519422361,9,cnn
3C,level_3,MNAR,0.3,30.0,knn,baseline,0.0384547265866687,0.0495211455405548,0.5687759868035231,9,cnn
3C,level_3,MNAR,0.35,35.0,knn,baseline,0.0389285111021488,0.053310308153084,0.5002601776358971,9,cnn
3C,level_3,MNAR,0.4,40.0,knn,baseline,0.0387907953296147,0.0516165485818144,0.5315108954740864,9,cnn
3C,level_3,MNAR,0.45,45.0,knn,baseline,0.0382406852138239,0.0482782173353156,0.5901508646354692,9,cnn
3C,level_3,MNAR,0.5,50.0,knn,baseline,0.0385290497741518,0.0493767252915665,0.5712875065868803,9,cnn
3C,level_3,MNAR,0.55,55.00000000000001,knn,baseline,0.0378920645465805,0.0478133440512714,0.5980057782072252,9,cnn
3C,level_3,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0376330178387058,0.0473905013931758,0.6050845002131888,9,cnn
3C,level_3,MNAR,0.65,65.0,knn,baseline,0.0384992233675422,0.0492552552083627,0.5733942354966873,9,cnn
3C,level_3,MNAR,0.7000000000000001,70.0,knn,baseline,0.0365021697341973,0.0462980748028194,0.6230815150134277,9,cnn
3C,level_3,MNAR,0.75,75.0,knn,baseline,0.0383175769551144,0.0487244976657719,0.5825386117387434,9,cnn
3C,level_3,MNAR,0.8,80.0,knn,baseline,0.0395023951857366,0.049679526615842,0.5660132502473104,9,cnn
3C,level_3,MNAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0408398836160664,0.0542172516535926,0.4831118569990367,9,cnn
3C,level_3,MNAR,0.9,90.0,knn,baseline,0.0429777374075941,0.0560238729409846,0.4480905515776719,9,cnn
3C,level_3,MNAR,0.95,95.0,knn,baseline,0.041537515456513,0.0540651108369944,0.4860087005285796,9,cnn
3C,level_3,MCAR,0.0,0.0,knn,baseline,0.0367156283007192,0.0449188573485947,0.6734129657739645,5,cnn
3C,level_3,MCAR,0.05,5.0,knn,baseline,0.0375413204036845,0.047010314384978,0.642292661580359,5,cnn
3C,level_3,MCAR,0.1,10.0,knn,baseline,0.0360256962492543,0.0442875382108181,0.6825285914959077,5,cnn
3C,level_3,MCAR,0.15,15.0,knn,baseline,0.0367653490274174,0.04492974537066,0.673254621683929,5,cnn
3C,level_3,MCAR,0.2,20.0,knn,baseline,0.0364467720691068,0.0444768368421078,0.6798088494687413,5,cnn
3C,level_3,MCAR,0.25,25.0,knn,baseline,0.0367967402803911,0.0477724232056608,0.6306006893527072,5,cnn
3C,level_3,MCAR,0.3,30.0,knn,baseline,0.0370873322363788,0.0467884770665268,0.6456606717048792,5,cnn
3C,level_3,MCAR,0.35,35.0,knn,baseline,0.0366901805184104,0.0450895784442022,0.6709257587110871,5,cnn
3C,level_3,MCAR,0.4,40.0,knn,baseline,0.035722796730187,0.0436075451847166,0.6922026916650954,5,cnn
3C,level_3,MCAR,0.45,45.0,knn,baseline,0.0356722129442876,0.0435774813445226,0.6926269475713042,5,cnn
3C,level_3,MCAR,0.5,50.0,knn,baseline,0.0356242296666274,0.043469089603974,0.6941541246475048,5,cnn
3C,level_3,MCAR,0.55,55.00000000000001,knn,baseline,0.0354908648083105,0.044336570435997,0.6818252357790298,5,cnn
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0362298688706591,0.0467442558324023,0.6463301492599456,5,cnn
3C,level_3,MCAR,0.65,65.0,knn,baseline,0.0361672603455189,0.045097130046968,0.6708155227703877,5,cnn
3C,level_3,MCAR,0.7000000000000001,70.0,knn,baseline,0.0342103505107823,0.0417310225778997,0.7181230313910489,5,cnn
3C,level_3,MCAR,0.75,75.0,knn,baseline,0.035409068502561,0.0465129325092,0.6498219003631378,5,cnn
3C,level_3,MCAR,0.8,80.0,knn,baseline,0.0341162377484853,0.0434144113609741,0.6949230663269997,5,cnn
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0371090457201271,0.0514616166353821,0.5713445112249718,5,cnn
3C,level_3,MCAR,0.9,90.0,knn,baseline,0.0519248208036326,0.0681707063682709,0.247793422212905,5,cnn
3C,level_3,MCAR,0.95,95.0,knn,baseline,0.098304332397067,0.1145939956311197,-1.1255203328195926,5,cnn
3C,level_3,MAR,0.0,0.0,knn,baseline,0.0367156283007192,0.0449188573485947,0.6734129657739645,5,cnn
3C,level_3,MAR,0.05,5.0,knn,baseline,0.0364214659604159,0.0444684972161417,0.679928913046902,5,cnn
3C,level_3,MAR,0.1,10.0,knn,baseline,0.037439546976828,0.0483381653218342,0.6217997042482151,5,cnn
3C,level_3,MAR,0.15,15.0,knn,baseline,0.0361134671972255,0.0438075774643401,0.6893724195387978,5,cnn
3C,level_3,MAR,0.2,20.0,knn,baseline,0.0375999458261611,0.049829091007008,0.5981097518269486,5,cnn
3C,level_3,MAR,0.25,25.0,knn,baseline,0.0367713352935482,0.0481357365402121,0.6249606980459604,5,cnn
3C,level_3,MAR,0.3,30.0,knn,baseline,0.0359430438747042,0.044264986128597,0.6828518344975194,5,cnn
3C,level_3,MAR,0.35,35.0,knn,baseline,0.0380786619261325,0.0520106427402391,0.5621493686925896,5,cnn
3C,level_3,MAR,0.4,40.0,knn,baseline,0.0362286504377285,0.0445382861485229,0.678923484528496,5,cnn
3C,level_3,MAR,0.45,45.0,knn,baseline,0.0370420103683214,0.045815198555087,0.6602490460374416,5,cnn
3C,level_3,MAR,0.5,50.0,knn,baseline,0.0376424861698172,0.0457329821209696,0.6614673338325421,5,cnn
3C,level_3,MAR,0.55,55.00000000000001,knn,baseline,0.0375226725718522,0.0461708703542041,0.6549534721763686,5,cnn
3C,level_3,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0363573574511424,0.0446825579527808,0.6768400045590666,5,cnn
3C,level_3,MAR,0.65,65.0,knn,baseline,0.0382390791286121,0.0472493600893283,0.6386455553096315,5,cnn
3C,level_3,MAR,0.7000000000000001,70.0,knn,baseline,0.0390727881892896,0.0519595221883591,0.5630096605359667,5,cnn
3C,level_3,MAR,0.75,75.0,knn,baseline,0.0375025649290159,0.0485215142436369,0.6189252001836678,5,cnn
3C,level_3,MAR,0.8,80.0,knn,baseline,0.0404091121200492,0.0509466805402148,0.5798800319054682,5,cnn
3C,level_3,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.039250854083317,0.0499499950902395,0.5961571125139629,5,cnn
3C,level_3,MAR,0.9,90.0,knn,baseline,0.0395553601261742,0.0518032834910183,0.5656337090148293,5,cnn
3C,level_3,MAR,0.95,95.0,knn,baseline,0.0402800842524912,0.0536532836048122,0.5340555415494668,5,cnn
3C,level_3,MNAR,0.0,0.0,knn,baseline,0.0367156283007192,0.0449188573485947,0.6734129657739645,5,cnn
3C,level_3,MNAR,0.05,5.0,knn,baseline,0.0370967328866857,0.0452800610436312,0.668139513099177,5,cnn
3C,level_3,MNAR,0.1,10.0,knn,baseline,0.0360215598233754,0.0443546062932356,0.6815663198650028,5,cnn
3C,level_3,MNAR,0.15,15.0,knn,baseline,0.0374359343418502,0.0459711096837359,0.6579327367075478,5,cnn
3C,level_3,MNAR,0.2,20.0,knn,baseline,0.0365012662804086,0.045687664921443,0.6621379112027368,5,cnn
3C,level_3,MNAR,0.25,25.0,knn,baseline,0.0363988040159848,0.0445941443570367,0.6781176158233881,5,cnn
3C,level_3,MNAR,0.3,30.0,knn,baseline,0.0359543952856267,0.0434573375120687,0.694319476302949,5,cnn
3C,level_3,MNAR,0.35,35.0,knn,baseline,0.0360881646870228,0.0442846532204644,0.682569951759139,5,cnn
3C,level_3,MNAR,0.4,40.0,knn,baseline,0.0362113086933773,0.0442967633240454,0.6823963188596788,5,cnn
3C,level_3,MNAR,0.45,45.0,knn,baseline,0.0357117278059457,0.0444468053221811,0.6802411005555877,5,cnn
3C,level_3,MNAR,0.5,50.0,knn,baseline,0.0357024954154702,0.0450730422475609,0.6711670844770712,5,cnn
3C,level_3,MNAR,0.55,55.00000000000001,knn,baseline,0.0364273576608009,0.0456970305932603,0.6619993779780888,5,cnn
3C,level_3,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.035597970610382,0.0437519318526912,0.6901610540502194,5,cnn
3C,level_3,MNAR,0.65,65.0,knn,baseline,0.0351711143842583,0.0434676985307176,0.6941736993482436,5,cnn
3C,level_3,MNAR,0.7000000000000001,70.0,knn,baseline,0.0348985964103981,0.0448311810538792,0.6746866400265646,5,cnn
3C,level_3,MNAR,0.75,75.0,knn,baseline,0.0361301075917167,0.0451817478559193,0.6695790360202178,5,cnn
3C,level_3,MNAR,0.8,80.0,knn,baseline,0.0366148791885804,0.0445900417574811,0.678176838566675,5,cnn
3C,level_3,MNAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0371697300205594,0.0450877362874674,0.6709526471392921,5,cnn
3C,level_3,MNAR,0.9,90.0,knn,baseline,0.0366508223419103,0.0463357352650551,0.6524849188335339,5,cnn
3C,level_3,MNAR,0.95,95.0,knn,baseline,0.036152185902451,0.0445535123353063,0.6787039158349164,5,cnn
3C,level_3,MCAR,0.0,0.0,knn,baseline,0.0644352712415183,0.0786717869449082,0.03573572463773,4,cnn
3C,level_3,MCAR,0.05,5.0,knn,baseline,0.0645771087555952,0.078510865202433,0.0396764610456934,4,cnn
3C,level_3,MCAR,0.1,10.0,knn,baseline,0.064865259555294,0.0787570145816425,0.0336453569536688,4,cnn
3C,level_3,MCAR,0.15,15.0,knn,baseline,0.0647889474006661,0.0788718956898476,0.030824100685617,4,cnn
3C,level_3,MCAR,0.2,20.0,knn,baseline,0.0658599688407544,0.0800230630285783,0.0023266096898079,4,cnn
3C,level_3,MCAR,0.25,25.0,knn,baseline,0.0648679429808352,0.0773766317984116,0.0672232996648498,4,cnn
3C,level_3,MCAR,0.3,30.0,knn,baseline,0.0638790879820542,0.0782168028446868,0.0468567703761658,4,cnn
3C,level_3,MCAR,0.35,35.0,knn,baseline,0.0653591170048636,0.0785626292355676,0.0384097164514994,4,cnn
3C,level_3,MCAR,0.4,40.0,knn,baseline,0.0636914662574101,0.077992672084848,0.0523114203053595,4,cnn
3C,level_3,MCAR,0.45,45.0,knn,baseline,0.064098733684906,0.0762739777805011,0.0936189033661439,4,cnn
3C,level_3,MCAR,0.5,50.0,knn,baseline,0.0660453603193083,0.0794572913637899,0.0163840559732094,4,cnn
3C,level_3,MCAR,0.55,55.00000000000001,knn,baseline,0.0614296620409079,0.0742908690612242,0.140137666416555,4,cnn
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0627194712771566,0.076085128658669,0.0981016215210253,4,cnn
3C,level_3,MCAR,0.65,65.0,knn,baseline,0.0589477306651966,0.0720225965970888,0.1918432644335569,4,cnn
3C,level_3,MCAR,0.7000000000000001,70.0,knn,baseline,0.0624165351172223,0.0751805766636776,0.119418914790887,4,cnn
3C,level_3,MCAR,0.75,75.0,knn,baseline,0.0587415606592336,0.071491002131299,0.2037291502371027,4,cnn
3C,level_3,MCAR,0.8,80.0,knn,baseline,0.060686118311095,0.0753779256192906,0.1147897977047928,4,cnn
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0643568136499151,0.0826746922054228,-0.0648862536890715,4,cnn
3C,level_3,MCAR,0.9,90.0,knn,baseline,0.075248723204982,0.095010246266072,-0.4063678670315607,4,cnn
3C,level_3,MCAR,0.95,95.0,knn,baseline,0.1148048713286974,0.1392932925185825,-2.0228629353273853,4,cnn
3C,level_3,MAR,0.0,0.0,knn,baseline,0.0644352712415183,0.0786717869449082,0.03573572463773,4,cnn
3C,level_3,MAR,0.05,5.0,knn,baseline,0.0643688883251614,0.0784779998561046,0.0404802927110169,4,cnn
3C,level_3,MAR,0.1,10.0,knn,baseline,0.0653865187798245,0.0793441957548549,0.01918212456024,4,cnn
3C,level_3,MAR,0.15,15.0,knn,baseline,0.0644049430649643,0.0789859481595685,0.0280191262463896,4,cnn
3C,level_3,MAR,0.2,20.0,knn,baseline,0.0652911458072024,0.0795807168372978,0.0133258708070609,4,cnn
3C,level_3,MAR,0.25,25.0,knn,baseline,0.0651258905774953,0.0797491131502319,0.0091457607295866,4,cnn
3C,level_3,MAR,0.3,30.0,knn,baseline,0.0646800962662105,0.0787033030235296,0.0349629974121694,4,cnn
3C,level_3,MAR,0.35,35.0,knn,baseline,0.0640374540691108,0.0785874086058242,0.0378030320870731,4,cnn
3C,level_3,MAR,0.4,40.0,knn,baseline,0.0655879166056808,0.0793592882441942,0.0188089557086102,4,cnn
3C,level_3,MAR,0.45,45.0,knn,baseline,0.0653906974298668,0.0793612353363509,0.0187608077761948,4,cnn
3C,level_3,MAR,0.5,50.0,knn,baseline,0.0636440227913882,0.0776866805905035,0.0597330352666698,4,cnn
3C,level_3,MAR,0.55,55.00000000000001,knn,baseline,0.0675084484752585,0.0844293107181743,-0.1105664128121814,4,cnn
3C,level_3,MAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0674455220635011,0.0842852917239616,-0.1067808496748345,4,cnn
3C,level_3,MAR,0.65,65.0,knn,baseline,0.0664647716946072,0.0828910600724326,-0.0704673731433025,4,cnn
3C,level_3,MAR,0.7000000000000001,70.0,knn,baseline,0.0652787607906962,0.0803279025811432,-0.0052889344995812,4,cnn
3C,level_3,MAR,0.75,75.0,knn,baseline,0.067157647825239,0.0828997387053351,-0.0706915391678575,4,cnn
3C,level_3,MAR,0.8,80.0,knn,baseline,0.0683195360095241,0.0832616468117005,-0.0800603929973864,4,cnn
3C,level_3,MAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0674526397330604,0.08184544098188,-0.0436311503472355,4,cnn
3C,level_3,MAR,0.9,90.0,knn,baseline,0.0675202528831128,0.0805120005438354,-0.0099021190905954,4,cnn
3C,level_3,MAR,0.95,95.0,knn,baseline,0.0705783298733165,0.0865744334871393,-0.167716358188966,4,cnn
3C,level_3,MNAR,0.0,0.0,knn,baseline,0.0644352712415183,0.0786717869449082,0.03573572463773,4,cnn
3C,level_3,MNAR,0.05,5.0,knn,baseline,0.0643211240531814,0.0782680731756519,0.0456068091582642,4,cnn
3C,level_3,MNAR,0.1,10.0,knn,baseline,0.06433917257418,0.0785681211861029,0.03827527108201,4,cnn
3C,level_3,MNAR,0.15,15.0,knn,baseline,0.0644572415511327,0.0780674362278336,0.0504936319759511,4,cnn
3C,level_3,MNAR,0.2,20.0,knn,baseline,0.0637330300630489,0.0773672084214447,0.0674504837907523,4,cnn
3C,level_3,MNAR,0.25,25.0,knn,baseline,0.0650596292427828,0.078476647759561,0.0405133555338732,4,cnn
3C,level_3,MNAR,0.3,30.0,knn,baseline,0.0641438915372023,0.0778222031703357,0.0564496268143711,4,cnn
3C,level_3,MNAR,0.35,35.0,knn,baseline,0.0641111421883427,0.0773260401899314,0.0684426664181319,4,cnn
3C,level_3,MNAR,0.4,40.0,knn,baseline,0.0641706062530879,0.0772552557783996,0.0701473846946674,4,cnn
3C,level_3,MNAR,0.45,45.0,knn,baseline,0.0626728658542406,0.0758985805162397,0.1025188108629243,4,cnn
3C,level_3,MNAR,0.5,50.0,knn,baseline,0.0641282768403827,0.0779352531295568,0.0537063015475112,4,cnn
3C,level_3,MNAR,0.55,55.00000000000001,knn,baseline,0.0633578831663409,0.0760211686354241,0.0996173236297527,4,cnn
3C,level_3,MNAR,0.6000000000000001,60.00000000000001,knn,baseline,0.0623384100513808,0.0749041626668373,0.1258822192387285,4,cnn
3C,level_3,MNAR,0.65,65.0,knn,baseline,0.0634538559939354,0.0768454859021303,0.0799852937844388,4,cnn
3C,level_3,MNAR,0.7000000000000001,70.0,knn,baseline,0.0669714636303717,0.0818134687113513,-0.042815937190731,4,cnn
3C,level_3,MNAR,0.75,75.0,knn,baseline,0.0638987224490382,0.0762571288254306,0.0940192990992514,4,cnn
3C,level_3,MNAR,0.8,80.0,knn,baseline,0.0643817067974465,0.0782224837095267,0.0467183122879578,4,cnn
3C,level_3,MNAR,0.8500000000000001,85.00000000000001,knn,baseline,0.0637770014086973,0.0768086211131489,0.080867792278003,4,cnn
3C,level_3,MNAR,0.9,90.0,knn,baseline,0.0669216025351449,0.0807676925917414,-0.0163268502196141,4,cnn
3C,level_3,MNAR,0.95,95.0,knn,baseline,0.0654857594593957,0.0780547655655691,0.0508018244505242,4,cnn
3C,level_3,MCAR,0.0,0.0,knn,mim,0.0185770361733743,0.0270937526590151,0.8870237831528299,7,cnn
3C,level_3,MCAR,0.05,5.0,knn,mim,0.0202285950337596,0.0278488839878191,0.8806384922204981,7,cnn
3C,level_3,MCAR,0.1,10.0,knn,mim,0.0223688004025261,0.0293567698906758,0.8673628316689046,7,cnn
3C,level_3,MCAR,0.15,15.0,knn,mim,0.0240816896434126,0.0306454201185112,0.85546272481713,7,cnn
3C,level_3,MCAR,0.2,20.0,knn,mim,0.0281235315472691,0.0341095521764241,0.820939109745902,7,cnn
3C,level_3,MCAR,0.25,25.0,knn,mim,0.0301071854442672,0.0365920937619354,0.7939259889483932,7,cnn
3C,level_3,MCAR,0.3,30.0,knn,mim,0.0323485636951495,0.0379824870199135,0.7779680360795889,7,cnn
3C,level_3,MCAR,0.35,35.0,knn,mim,0.0356435582651762,0.042126446699803,0.7268769451082082,7,cnn
3C,level_3,MCAR,0.4,40.0,knn,mim,0.0371573732382806,0.043805026258034,0.7046774605788826,7,cnn
3C,level_3,MCAR,0.45,45.0,knn,mim,0.0389450169839445,0.0461610336104972,0.672055951611211,7,cnn
3C,level_3,MCAR,0.5,50.0,knn,mim,0.0419624072395762,0.0501024031935908,0.613663430331753,7,cnn
3C,level_3,MCAR,0.55,55.00000000000001,knn,mim,0.044680911817696,0.0542452665918735,0.5471312014356202,7,cnn
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,knn,mim,0.0489455082637344,0.0579898733226992,0.4824491522817691,7,cnn
3C,level_3,MCAR,0.65,65.0,knn,mim,0.0518537386070242,0.0618407011916013,0.4114308228951288,7,cnn
3C,level_3,MCAR,0.7000000000000001,70.0,knn,mim,0.0537941686981308,0.0646729793916231,0.3562837958997354,7,cnn
3C,level_3,MCAR,0.75,75.0,knn,mim,0.055550743325514,0.0662556791403292,0.3243917811855036,7,cnn
3C,level_3,MCAR,0.8,80.0,knn,mim,0.0617461606402469,0.0723952379763982,0.1933805233257769,7,cnn
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,knn,mim,0.0599185419473949,0.0697481846761999,0.2512884690846165,7,cnn
3C,level_3,MCAR,0.9,90.0,knn,mim,0.0650817096359145,0.0746828952653792,0.141597455381118,7,cnn
3C,level_3,MCAR,0.95,95.0,knn,mim,0.0612348625657147,0.0715300246520383,0.2125455281884274,7,cnn
3C,level_3,MAR,0.0,0.0,knn,mim,0.0185770361733743,0.0270937526590151,0.8870237831528299,7,cnn
3C,level_3,MAR,0.05,5.0,knn,mim,0.0192255336218115,0.0267939954771279,0.8895098244402799,7,cnn
3C,level_3,MAR,0.1,10.0,knn,mim,0.0198075566912312,0.0272380520528508,0.8858171719813706,7,cnn
3C,level_3,MAR,0.15,15.0,knn,mim,0.0211662101153052,0.0287077450426169,0.8731627360095111,7,cnn
3C,level_3,MAR,0.2,20.0,knn,mim,0.0215695033011933,0.0279072139800088,0.8801379588986027,7,cnn
3C,level_3,MAR,0.25,25.0,knn,mim,0.0221627397235365,0.0282859506359305,0.8768625197518165,7,cnn
3C,level_3,MAR,0.3,30.0,knn,mim,0.0238870067752958,0.0302095875069261,0.859544647261702,7,cnn
3C,level_3,MAR,0.35,35.0,knn,mim,0.0248985716091929,0.0310677099779603,0.8514518700974405,7,cnn
3C,level_3,MAR,0.4,40.0,knn,mim,0.0258299409915526,0.0315813092189195,0.8464997934992797,7,cnn
3C,level_3,MAR,0.45,45.0,knn,mim,0.0262744414406672,0.0317600389981721,0.844757453422604,7,cnn
3C,level_3,MAR,0.5,50.0,knn,mim,0.0279233964235813,0.0332236216311617,0.8301198450386279,7,cnn
3C,level_3,MAR,0.55,55.00000000000001,knn,mim,0.0283822720897714,0.0343753843768067,0.8181372180246007,7,cnn
3C,level_3,MAR,0.6000000000000001,60.00000000000001,knn,mim,0.0316560811605151,0.039528654774606,0.7595234271990757,7,cnn
3C,level_3,MAR,0.65,65.0,knn,mim,0.0343457207931303,0.0447752452253024,0.6914506397147213,7,cnn
3C,level_3,MAR,0.7000000000000001,70.0,knn,mim,0.037025284678827,0.0514013351436072,0.5933717906977836,7,cnn
3C,level_3,MAR,0.75,75.0,knn,mim,0.0408911967160134,0.0576851710759214,0.4878737062666162,7,cnn
3C,level_3,MAR,0.8,80.0,knn,mim,0.0441603607376742,0.0619927954319712,0.4085321473380067,7,cnn
3C,level_3,MAR,0.8500000000000001,85.00000000000001,knn,mim,0.0482892086626077,0.0716864675781553,0.2090972867462891,7,cnn
3C,level_3,MAR,0.9,90.0,knn,mim,0.0560845223289301,0.0821106280654567,-0.037641785476431,7,cnn
3C,level_3,MAR,0.95,95.0,knn,mim,0.0605156209862944,0.0881842819368229,-0.1968261507414228,7,cnn
3C,level_3,MNAR,0.0,0.0,knn,mim,0.0185770361733743,0.0270937526590151,0.8870237831528299,7,cnn
3C,level_3,MNAR,0.05,5.0,knn,mim,0.0196596884129335,0.0274999261373257,0.8836110476810048,7,cnn
3C,level_3,MNAR,0.1,10.0,knn,mim,0.0211374712146879,0.0282529514191217,0.8771496637263001,7,cnn
3C,level_3,MNAR,0.15,15.0,knn,mim,0.0226202827288145,0.0296655256969726,0.8645581735175335,7,cnn
3C,level_3,MNAR,0.2,20.0,knn,mim,0.0226217671804662,0.0291502174141581,0.8692227198995299,7,cnn
3C,level_3,MNAR,0.25,25.0,knn,mim,0.0253457435795738,0.0317078350183897,0.8452673783796474,7,cnn
3C,level_3,MNAR,0.3,30.0,knn,mim,0.0275554350252587,0.0335901881815197,0.8263504836875567,7,cnn
3C,level_3,MNAR,0.35,35.0,knn,mim,0.0285541339865323,0.0343094642164713,0.8188340497329841,7,cnn
3C,level_3,MNAR,0.4,40.0,knn,mim,0.0281638258322461,0.0341905506386095,0.82008768388884,7,cnn
3C,level_3,MNAR,0.45,45.0,knn,mim,0.0309711826241729,0.0372798700460601,0.7861065508666392,7,cnn
3C,level_3,MNAR,0.5,50.0,knn,mim,0.034663349371862,0.0410344375592231,0.7408533050374162,7,cnn
3C,level_3,MNAR,0.55,55.00000000000001,knn,mim,0.0343928522789743,0.0413643788236492,0.7366691640311003,7,cnn
