exp_id,seed,model,method,status,created_at,started_at,completed_at,metrics,log_file,error_message,device,duration_seconds,eval_missing_rates,mim_train_missing_rates,timestamp,run_dir
seed42_mlp_baseline,42,mlp,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:40:30,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0127}, {""missing_rate"": 0.1, ""test_mae"": 0.0146}, {""missing_rate"": 0.2, ""test_mae"": 0.0163}, {""missing_rate"": 0.3, ""test_mae"": 0.0186}, {""missing_rate"": 0.4, ""test_mae"": 0.0215}, {""missing_rate"": 0.5, ""test_mae"": 0.0241}, {""missing_rate"": 0.6, ""test_mae"": 0.0272}, {""missing_rate"": 0.7, ""test_mae"": 0.0301}, {""missing_rate"": 0.8, ""test_mae"": 0.0327}, {""missing_rate"": 0.9, ""test_mae"": 0.0362}], ""test_mae_mean"": 0.023399999999999997, ""test_mae_max"": 0.0362, ""test_mae_min"": 0.0127, ""test_mae"": 0.0362, ""missing_rate"": 0.9}",experiments/logs/seed42_mlp_baseline.log,,,20.561137199401855,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_mlp_mim,42,mlp,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:41:10,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0062}, {""missing_rate"": 0.1, ""test_mae"": 0.0065}, {""missing_rate"": 0.2, ""test_mae"": 0.0067}, {""missing_rate"": 0.3, ""test_mae"": 0.007}, {""missing_rate"": 0.4, ""test_mae"": 0.0074}, {""missing_rate"": 0.5, ""test_mae"": 0.0081}, {""missing_rate"": 0.6, ""test_mae"": 0.0093}, {""missing_rate"": 0.7, ""test_mae"": 0.0112}, {""missing_rate"": 0.8, ""test_mae"": 0.0137}, {""missing_rate"": 0.9, ""test_mae"": 0.022}], ""test_mae_mean"": 0.00981, ""test_mae_max"": 0.022, ""test_mae_min"": 0.0062, ""test_mae"": 0.022, ""missing_rate"": 0.9}",experiments/logs/seed42_mlp_mim.log,,,60.36996006965637,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_lstm_baseline,42,lstm,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:40:32,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0077}, {""missing_rate"": 0.1, ""test_mae"": 0.0079}, {""missing_rate"": 0.2, ""test_mae"": 0.0087}, {""missing_rate"": 0.3, ""test_mae"": 0.0102}, {""missing_rate"": 0.4, ""test_mae"": 0.0144}, {""missing_rate"": 0.5, ""test_mae"": 0.0216}, {""missing_rate"": 0.6, ""test_mae"": 0.0332}, {""missing_rate"": 0.7, ""test_mae"": 0.0457}, {""missing_rate"": 0.8, ""test_mae"": 0.0598}, {""missing_rate"": 0.9, ""test_mae"": 0.0795}], ""test_mae_mean"": 0.02887, ""test_mae_max"": 0.0795, ""test_mae_min"": 0.0077, ""test_mae"": 0.0795, ""missing_rate"": 0.9}",experiments/logs/seed42_lstm_baseline.log,,,21.92223620414734,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_lstm_mim,42,lstm,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:41:24,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0065}, {""missing_rate"": 0.1, ""test_mae"": 0.0065}, {""missing_rate"": 0.2, ""test_mae"": 0.0067}, {""missing_rate"": 0.3, ""test_mae"": 0.007}, {""missing_rate"": 0.4, ""test_mae"": 0.0073}, {""missing_rate"": 0.5, ""test_mae"": 0.0079}, {""missing_rate"": 0.6, ""test_mae"": 0.0085}, {""missing_rate"": 0.7, ""test_mae"": 0.0098}, {""missing_rate"": 0.8, ""test_mae"": 0.0129}, {""missing_rate"": 0.9, ""test_mae"": 0.0209}], ""test_mae_mean"": 0.0094, ""test_mae_max"": 0.0209, ""test_mae_min"": 0.0065, ""test_mae"": 0.0209, ""missing_rate"": 0.9}",experiments/logs/seed42_lstm_mim.log,,,74.42475581169128,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_gru_baseline,42,gru,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:42:55,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0077}, {""missing_rate"": 0.1, ""test_mae"": 0.0095}, {""missing_rate"": 0.2, ""test_mae"": 0.0111}, {""missing_rate"": 0.3, ""test_mae"": 0.0133}, {""missing_rate"": 0.4, ""test_mae"": 0.0158}, {""missing_rate"": 0.5, ""test_mae"": 0.018}, {""missing_rate"": 0.6, ""test_mae"": 0.0216}, {""missing_rate"": 0.7, ""test_mae"": 0.0249}, {""missing_rate"": 0.8, ""test_mae"": 0.0287}, {""missing_rate"": 0.9, ""test_mae"": 0.0323}], ""test_mae_mean"": 0.01829, ""test_mae_max"": 0.0323, ""test_mae_min"": 0.0077, ""test_mae"": 0.0323, ""missing_rate"": 0.9}",experiments/logs/seed42_gru_baseline.log,Process exited with code 1,,12.374325037002563,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_gru_mim,42,gru,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:43:14,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0057}, {""missing_rate"": 0.1, ""test_mae"": 0.0064}, {""missing_rate"": 0.2, ""test_mae"": 0.007}, {""missing_rate"": 0.3, ""test_mae"": 0.0072}, {""missing_rate"": 0.4, ""test_mae"": 0.0075}, {""missing_rate"": 0.5, ""test_mae"": 0.0079}, {""missing_rate"": 0.6, ""test_mae"": 0.0085}, {""missing_rate"": 0.7, ""test_mae"": 0.0101}, {""missing_rate"": 0.8, ""test_mae"": 0.0152}, {""missing_rate"": 0.9, ""test_mae"": 0.025}], ""test_mae_mean"": 0.01005, ""test_mae_max"": 0.025, ""test_mae_min"": 0.0057, ""test_mae"": 0.025, ""missing_rate"": 0.9}",experiments/logs/seed42_gru_mim.log,Process exited with code 1,,31.140840768814087,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_cnn1d_baseline,42,cnn1d,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:41:48,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0183}, {""missing_rate"": 0.1, ""test_mae"": 0.0297}, {""missing_rate"": 0.2, ""test_mae"": 0.0394}, {""missing_rate"": 0.3, ""test_mae"": 0.0459}, {""missing_rate"": 0.4, ""test_mae"": 0.051}, {""missing_rate"": 0.5, ""test_mae"": 0.0558}, {""missing_rate"": 0.6, ""test_mae"": 0.0607}, {""missing_rate"": 0.7, ""test_mae"": 0.0667}, {""missing_rate"": 0.8, ""test_mae"": 0.0733}, {""missing_rate"": 0.9, ""test_mae"": 0.0816}], ""test_mae_mean"": 0.052239999999999995, ""test_mae_max"": 0.0816, ""test_mae_min"": 0.0183, ""test_mae"": 0.0816, ""missing_rate"": 0.9}",experiments/logs/seed42_cnn1d_baseline.log,,,21.337387800216675,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed42_cnn1d_mim,42,cnn1d,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:42:37,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0077}, {""missing_rate"": 0.1, ""test_mae"": 0.0073}, {""missing_rate"": 0.2, ""test_mae"": 0.0071}, {""missing_rate"": 0.3, ""test_mae"": 0.007}, {""missing_rate"": 0.4, ""test_mae"": 0.0071}, {""missing_rate"": 0.5, ""test_mae"": 0.0074}, {""missing_rate"": 0.6, ""test_mae"": 0.0079}, {""missing_rate"": 0.7, ""test_mae"": 0.0093}, {""missing_rate"": 0.8, ""test_mae"": 0.0118}, {""missing_rate"": 0.9, ""test_mae"": 0.0186}], ""test_mae_mean"": 0.00912, ""test_mae_max"": 0.0186, ""test_mae_min"": 0.007, ""test_mae"": 0.0186, ""missing_rate"": 0.9}",experiments/logs/seed42_cnn1d_mim.log,,,70.68991017341614,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_mlp_baseline,43,mlp,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:43:36,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0122}, {""missing_rate"": 0.1, ""test_mae"": 0.0127}, {""missing_rate"": 0.2, ""test_mae"": 0.0135}, {""missing_rate"": 0.3, ""test_mae"": 0.015}, {""missing_rate"": 0.4, ""test_mae"": 0.0174}, {""missing_rate"": 0.5, ""test_mae"": 0.0198}, {""missing_rate"": 0.6, ""test_mae"": 0.0232}, {""missing_rate"": 0.7, ""test_mae"": 0.0261}, {""missing_rate"": 0.8, ""test_mae"": 0.0285}, {""missing_rate"": 0.9, ""test_mae"": 0.0334}], ""test_mae_mean"": 0.02018, ""test_mae_max"": 0.0334, ""test_mae_min"": 0.0122, ""test_mae"": 0.0334, ""missing_rate"": 0.9}",experiments/logs/seed43_mlp_baseline.log,,,19.761323928833008,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_mlp_mim,43,mlp,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:44:10,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0063}, {""missing_rate"": 0.1, ""test_mae"": 0.0066}, {""missing_rate"": 0.2, ""test_mae"": 0.0069}, {""missing_rate"": 0.3, ""test_mae"": 0.0071}, {""missing_rate"": 0.4, ""test_mae"": 0.0074}, {""missing_rate"": 0.5, ""test_mae"": 0.0083}, {""missing_rate"": 0.6, ""test_mae"": 0.0098}, {""missing_rate"": 0.7, ""test_mae"": 0.0113}, {""missing_rate"": 0.8, ""test_mae"": 0.0141}, {""missing_rate"": 0.9, ""test_mae"": 0.0233}], ""test_mae_mean"": 0.01011, ""test_mae_max"": 0.0233, ""test_mae_min"": 0.0063, ""test_mae"": 0.0233, ""missing_rate"": 0.9}",experiments/logs/seed43_mlp_mim.log,,,54.08808755874634,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_lstm_baseline,43,lstm,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:43:39,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0085}, {""missing_rate"": 0.1, ""test_mae"": 0.0086}, {""missing_rate"": 0.2, ""test_mae"": 0.009}, {""missing_rate"": 0.3, ""test_mae"": 0.0093}, {""missing_rate"": 0.4, ""test_mae"": 0.0112}, {""missing_rate"": 0.5, ""test_mae"": 0.0152}, {""missing_rate"": 0.6, ""test_mae"": 0.0224}, {""missing_rate"": 0.7, ""test_mae"": 0.0319}, {""missing_rate"": 0.8, ""test_mae"": 0.0419}, {""missing_rate"": 0.9, ""test_mae"": 0.0548}], ""test_mae_mean"": 0.02128, ""test_mae_max"": 0.0548, ""test_mae_min"": 0.0085, ""test_mae"": 0.0548, ""missing_rate"": 0.9}",experiments/logs/seed43_lstm_baseline.log,,,23.02453374862671,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_lstm_mim,43,lstm,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:44:09,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0064}, {""missing_rate"": 0.1, ""test_mae"": 0.0068}, {""missing_rate"": 0.2, ""test_mae"": 0.0071}, {""missing_rate"": 0.3, ""test_mae"": 0.0073}, {""missing_rate"": 0.4, ""test_mae"": 0.0077}, {""missing_rate"": 0.5, ""test_mae"": 0.0084}, {""missing_rate"": 0.6, ""test_mae"": 0.0091}, {""missing_rate"": 0.7, ""test_mae"": 0.0106}, {""missing_rate"": 0.8, ""test_mae"": 0.0145}, {""missing_rate"": 0.9, ""test_mae"": 0.0245}], ""test_mae_mean"": 0.01024, ""test_mae_max"": 0.0245, ""test_mae_min"": 0.0064, ""test_mae"": 0.0245, ""missing_rate"": 0.9}",experiments/logs/seed43_lstm_mim.log,,,53.19482493400574,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_gru_baseline,43,gru,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:44:25,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0093}, {""missing_rate"": 0.1, ""test_mae"": 0.0119}, {""missing_rate"": 0.2, ""test_mae"": 0.014}, {""missing_rate"": 0.3, ""test_mae"": 0.0167}, {""missing_rate"": 0.4, ""test_mae"": 0.0193}, {""missing_rate"": 0.5, ""test_mae"": 0.0225}, {""missing_rate"": 0.6, ""test_mae"": 0.0255}, {""missing_rate"": 0.7, ""test_mae"": 0.0287}, {""missing_rate"": 0.8, ""test_mae"": 0.0317}, {""missing_rate"": 0.9, ""test_mae"": 0.0348}], ""test_mae_mean"": 0.02144, ""test_mae_max"": 0.0348, ""test_mae_min"": 0.0093, ""test_mae"": 0.0348, ""missing_rate"": 0.9}",experiments/logs/seed43_gru_baseline.log,,,13.19375205039978,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_gru_mim,43,gru,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:45:06,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0088}, {""missing_rate"": 0.1, ""test_mae"": 0.0087}, {""missing_rate"": 0.2, ""test_mae"": 0.0086}, {""missing_rate"": 0.3, ""test_mae"": 0.0088}, {""missing_rate"": 0.4, ""test_mae"": 0.0091}, {""missing_rate"": 0.5, ""test_mae"": 0.0095}, {""missing_rate"": 0.6, ""test_mae"": 0.0102}, {""missing_rate"": 0.7, ""test_mae"": 0.0117}, {""missing_rate"": 0.8, ""test_mae"": 0.0158}, {""missing_rate"": 0.9, ""test_mae"": 0.0262}], ""test_mae_mean"": 0.01174, ""test_mae_max"": 0.0262, ""test_mae_min"": 0.0086, ""test_mae"": 0.0262, ""missing_rate"": 0.9}",experiments/logs/seed43_gru_mim.log,,,53.91922998428345,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_cnn1d_baseline,43,cnn1d,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:44:32,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0438}, {""missing_rate"": 0.1, ""test_mae"": 0.0523}, {""missing_rate"": 0.2, ""test_mae"": 0.06}, {""missing_rate"": 0.3, ""test_mae"": 0.0644}, {""missing_rate"": 0.4, ""test_mae"": 0.0658}, {""missing_rate"": 0.5, ""test_mae"": 0.0713}, {""missing_rate"": 0.6, ""test_mae"": 0.0776}, {""missing_rate"": 0.7, ""test_mae"": 0.0839}, {""missing_rate"": 0.8, ""test_mae"": 0.0902}, {""missing_rate"": 0.9, ""test_mae"": 0.1029}], ""test_mae_mean"": 0.07122, ""test_mae_max"": 0.1029, ""test_mae_min"": 0.0438, ""test_mae"": 0.1029, ""missing_rate"": 0.9}",experiments/logs/seed43_cnn1d_baseline.log,,,19.32483696937561,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed43_cnn1d_mim,43,cnn1d,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:45:02,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0075}, {""missing_rate"": 0.1, ""test_mae"": 0.0082}, {""missing_rate"": 0.2, ""test_mae"": 0.0079}, {""missing_rate"": 0.3, ""test_mae"": 0.0077}, {""missing_rate"": 0.4, ""test_mae"": 0.0076}, {""missing_rate"": 0.5, ""test_mae"": 0.0077}, {""missing_rate"": 0.6, ""test_mae"": 0.0082}, {""missing_rate"": 0.7, ""test_mae"": 0.0091}, {""missing_rate"": 0.8, ""test_mae"": 0.0109}, {""missing_rate"": 0.9, ""test_mae"": 0.0172}], ""test_mae_mean"": 0.0092, ""test_mae_max"": 0.0172, ""test_mae_min"": 0.0075, ""test_mae"": 0.0172, ""missing_rate"": 0.9}",experiments/logs/seed43_cnn1d_mim.log,,,49.33052968978882,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_mlp_baseline,44,mlp,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:45:31,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0111}, {""missing_rate"": 0.1, ""test_mae"": 0.0117}, {""missing_rate"": 0.2, ""test_mae"": 0.0124}, {""missing_rate"": 0.3, ""test_mae"": 0.0141}, {""missing_rate"": 0.4, ""test_mae"": 0.016}, {""missing_rate"": 0.5, ""test_mae"": 0.0179}, {""missing_rate"": 0.6, ""test_mae"": 0.0208}, {""missing_rate"": 0.7, ""test_mae"": 0.0243}, {""missing_rate"": 0.8, ""test_mae"": 0.0276}, {""missing_rate"": 0.9, ""test_mae"": 0.0331}], ""test_mae_mean"": 0.0189, ""test_mae_max"": 0.0331, ""test_mae_min"": 0.0111, ""test_mae"": 0.0331, ""missing_rate"": 0.9}",experiments/logs/seed44_mlp_baseline.log,,,22.644861221313477,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_mlp_mim,44,mlp,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:46:19,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0059}, {""missing_rate"": 0.1, ""test_mae"": 0.0061}, {""missing_rate"": 0.2, ""test_mae"": 0.0064}, {""missing_rate"": 0.3, ""test_mae"": 0.0065}, {""missing_rate"": 0.4, ""test_mae"": 0.007}, {""missing_rate"": 0.5, ""test_mae"": 0.0078}, {""missing_rate"": 0.6, ""test_mae"": 0.0093}, {""missing_rate"": 0.7, ""test_mae"": 0.0112}, {""missing_rate"": 0.8, ""test_mae"": 0.0134}, {""missing_rate"": 0.9, ""test_mae"": 0.0227}], ""test_mae_mean"": 0.00963, ""test_mae_max"": 0.0227, ""test_mae_min"": 0.0059, ""test_mae"": 0.0227, ""missing_rate"": 0.9}",experiments/logs/seed44_mlp_mim.log,,,70.86318039894104,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_lstm_baseline,44,lstm,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:45:35,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0072}, {""missing_rate"": 0.1, ""test_mae"": 0.0078}, {""missing_rate"": 0.2, ""test_mae"": 0.0085}, {""missing_rate"": 0.3, ""test_mae"": 0.0094}, {""missing_rate"": 0.4, ""test_mae"": 0.0109}, {""missing_rate"": 0.5, ""test_mae"": 0.013}, {""missing_rate"": 0.6, ""test_mae"": 0.0175}, {""missing_rate"": 0.7, ""test_mae"": 0.0239}, {""missing_rate"": 0.8, ""test_mae"": 0.0327}, {""missing_rate"": 0.9, ""test_mae"": 0.0447}], ""test_mae_mean"": 0.01756, ""test_mae_max"": 0.0447, ""test_mae_min"": 0.0072, ""test_mae"": 0.0447, ""missing_rate"": 0.9}",experiments/logs/seed44_lstm_baseline.log,,,27.033960103988647,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_lstm_mim,44,lstm,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:46:32,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.008}, {""missing_rate"": 0.1, ""test_mae"": 0.008}, {""missing_rate"": 0.2, ""test_mae"": 0.008}, {""missing_rate"": 0.3, ""test_mae"": 0.008}, {""missing_rate"": 0.4, ""test_mae"": 0.0082}, {""missing_rate"": 0.5, ""test_mae"": 0.0087}, {""missing_rate"": 0.6, ""test_mae"": 0.0092}, {""missing_rate"": 0.7, ""test_mae"": 0.0107}, {""missing_rate"": 0.8, ""test_mae"": 0.0141}, {""missing_rate"": 0.9, ""test_mae"": 0.0228}], ""test_mae_mean"": 0.01057, ""test_mae_max"": 0.0228, ""test_mae_min"": 0.008, ""test_mae"": 0.0228, ""missing_rate"": 0.9}",experiments/logs/seed44_lstm_mim.log,,,83.66135954856873,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_gru_baseline,44,gru,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:46:49,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.007}, {""missing_rate"": 0.1, ""test_mae"": 0.0077}, {""missing_rate"": 0.2, ""test_mae"": 0.0093}, {""missing_rate"": 0.3, ""test_mae"": 0.0116}, {""missing_rate"": 0.4, ""test_mae"": 0.0141}, {""missing_rate"": 0.5, ""test_mae"": 0.017}, {""missing_rate"": 0.6, ""test_mae"": 0.0206}, {""missing_rate"": 0.7, ""test_mae"": 0.0246}, {""missing_rate"": 0.8, ""test_mae"": 0.0287}, {""missing_rate"": 0.9, ""test_mae"": 0.0329}], ""test_mae_mean"": 0.017349999999999997, ""test_mae_max"": 0.0329, ""test_mae_min"": 0.007, ""test_mae"": 0.0329, ""missing_rate"": 0.9}",experiments/logs/seed44_gru_baseline.log,,,14.73515510559082,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_gru_mim,44,gru,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:47:08,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0055}, {""missing_rate"": 0.1, ""test_mae"": 0.0058}, {""missing_rate"": 0.2, ""test_mae"": 0.0063}, {""missing_rate"": 0.3, ""test_mae"": 0.0067}, {""missing_rate"": 0.4, ""test_mae"": 0.0074}, {""missing_rate"": 0.5, ""test_mae"": 0.008}, {""missing_rate"": 0.6, ""test_mae"": 0.009}, {""missing_rate"": 0.7, ""test_mae"": 0.011}, {""missing_rate"": 0.8, ""test_mae"": 0.0169}, {""missing_rate"": 0.9, ""test_mae"": 0.0275}], ""test_mae_mean"": 0.010409999999999999, ""test_mae_max"": 0.0275, ""test_mae_min"": 0.0055, ""test_mae"": 0.0275, ""missing_rate"": 0.9}",experiments/logs/seed44_gru_mim.log,,,34.09209418296814,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_cnn1d_baseline,44,cnn1d,baseline,completed,2026-03-08 02:37:04,,2026-03-08 02:46:58,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0232}, {""missing_rate"": 0.1, ""test_mae"": 0.036}, {""missing_rate"": 0.2, ""test_mae"": 0.0455}, {""missing_rate"": 0.3, ""test_mae"": 0.0503}, {""missing_rate"": 0.4, ""test_mae"": 0.0537}, {""missing_rate"": 0.5, ""test_mae"": 0.059}, {""missing_rate"": 0.6, ""test_mae"": 0.0663}, {""missing_rate"": 0.7, ""test_mae"": 0.0705}, {""missing_rate"": 0.8, ""test_mae"": 0.0753}, {""missing_rate"": 0.9, ""test_mae"": 0.09}], ""test_mae_mean"": 0.056979999999999996, ""test_mae_max"": 0.09, ""test_mae_min"": 0.0232, ""test_mae"": 0.09, ""missing_rate"": 0.9}",experiments/logs/seed44_cnn1d_baseline.log,,,24.078932762145996,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
seed44_cnn1d_mim,44,cnn1d,mim,completed,2026-03-08 02:37:04,,2026-03-08 02:47:39,"{""mr_results"": [{""missing_rate"": 0.0, ""test_mae"": 0.0069}, {""missing_rate"": 0.1, ""test_mae"": 0.0072}, {""missing_rate"": 0.2, ""test_mae"": 0.0072}, {""missing_rate"": 0.3, ""test_mae"": 0.0073}, {""missing_rate"": 0.4, ""test_mae"": 0.0075}, {""missing_rate"": 0.5, ""test_mae"": 0.0077}, {""missing_rate"": 0.6, ""test_mae"": 0.0076}, {""missing_rate"": 0.7, ""test_mae"": 0.0083}, {""missing_rate"": 0.8, ""test_mae"": 0.0093}, {""missing_rate"": 0.9, ""test_mae"": 0.0132}], ""test_mae_mean"": 0.00822, ""test_mae_max"": 0.0132, ""test_mae_min"": 0.0069, ""test_mae"": 0.0132, ""missing_rate"": 0.9}",experiments/logs/seed44_cnn1d_mim.log,,,65.52594232559204,"0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9","0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",20260308_023704,experiments/runs/20260308_023704
