batch,level,missing_mode,missing_rate,missing_rate_pct,imputation_method,config_type,mae,rmse,r2,seed,architecture,param_count
3C,level_3,MAR,0.8500000000000001,85.00000000000001,zero,mim,0.031923279001587,0.0594556480652547,0.4841586492101257,2,cnn,20945
3C,level_3,MAR,0.8500000000000001,85.00000000000001,mean,mim,0.0303173410623014,0.0435393091797392,0.723374006648636,2,cnn,20945
3C,level_3,MAR,0.8500000000000001,85.00000000000001,iterative,mim,0.0296610525632186,0.0424587512526363,0.7369342233111227,2,cnn,20945
3C,level_3,MAR,0.9,90.0,zero,mim,0.0325213963115433,0.0596675615060185,0.4804749445139609,2,cnn,20945
3C,level_3,MAR,0.9,90.0,mean,mim,0.0308463563713755,0.0447981877731165,0.7071462361719736,2,cnn,20945
3C,level_3,MAR,0.9,90.0,iterative,mim,0.0291144420595035,0.0422847983503929,0.7390853611939392,2,cnn,20945
3C,level_3,MAR,0.95,95.0,zero,mim,0.0349150345292106,0.0636686382010585,0.4084641906654542,2,cnn,20945
3C,level_3,MAR,0.95,95.0,mean,mim,0.0331259720897777,0.047711295942528,0.6678208689438906,2,cnn,20945
3C,level_3,MAR,0.95,95.0,iterative,mim,0.0313638185546267,0.0455059585407827,0.6978194884157216,2,cnn,20945
3C,level_3,MNAR,0.0,0.0,zero,mim,0.0180379410847395,0.0246898800951422,0.9110455087660908,2,cnn,20945
3C,level_3,MNAR,0.0,0.0,mean,mim,0.0180379410847395,0.0246898800951422,0.9110455087660908,2,cnn,20945
3C,level_3,MNAR,0.0,0.0,iterative,mim,0.0180379410847395,0.0246898800951422,0.9110455087660908,2,cnn,20945
3C,level_3,MNAR,0.05,5.0,zero,mim,0.0181447908557526,0.0243195181276341,0.9136942264495,2,cnn,20945
3C,level_3,MNAR,0.05,5.0,mean,mim,0.0181172939943163,0.024569613304238,0.9119100099301208,2,cnn,20945
3C,level_3,MNAR,0.05,5.0,iterative,mim,0.0180324050700061,0.024690402019791,0.9110417478703604,2,cnn,20945
3C,level_3,MNAR,0.1,10.0,zero,mim,0.0181554486733591,0.0246158183651598,0.9115783782944354,2,cnn,20945
3C,level_3,MNAR,0.1,10.0,mean,mim,0.0195394276207306,0.0260775024912664,0.900765677355868,2,cnn,20945
3C,level_3,MNAR,0.1,10.0,iterative,mim,0.0185590443852386,0.0250481181733637,0.908445409265732,2,cnn,20945
3C,level_3,MNAR,0.15,15.0,zero,mim,0.0179223403017025,0.0243008948645487,0.9138263573334676,2,cnn,20945
3C,level_3,MNAR,0.15,15.0,mean,mim,0.0197215992031364,0.0267807946911216,0.8953409378600785,2,cnn,20945
3C,level_3,MNAR,0.15,15.0,iterative,mim,0.0177091075355193,0.0237070254996405,0.9179867443689548,2,cnn,20945
3C,level_3,MNAR,0.2,20.0,zero,mim,0.0183704252499682,0.0237667117032614,0.917573261714136,2,cnn,20945
3C,level_3,MNAR,0.2,20.0,mean,mim,0.0190984554711661,0.0250422432430945,0.9084883517138868,2,cnn,20945
3C,level_3,MNAR,0.2,20.0,iterative,mim,0.0183006704995655,0.0250004906802266,0.9087932493695152,2,cnn,20945
3C,level_3,MNAR,0.25,25.0,zero,mim,0.0196121895351759,0.0260543679854794,0.9009416695688752,2,cnn,20945
3C,level_3,MNAR,0.25,25.0,mean,mim,0.0214428132881517,0.0281279031061537,0.8845471566229365,2,cnn,20945
3C,level_3,MNAR,0.25,25.0,iterative,mim,0.0199602738473849,0.0267702938676997,0.8954229959828482,2,cnn,20945
3C,level_3,MNAR,0.3,30.0,zero,mim,0.0202328925764085,0.0272128550434489,0.8919367225637556,2,cnn,20945
3C,level_3,MNAR,0.3,30.0,mean,mim,0.0222480994389824,0.0298954238235591,0.8695814558330514,2,cnn,20945
3C,level_3,MNAR,0.3,30.0,iterative,mim,0.0182989179664587,0.0257048335933241,0.9035816906885328,2,cnn,20945
3C,level_3,MNAR,0.35,35.0,zero,mim,0.0198546423414166,0.0270311944205128,0.8933746693712007,2,cnn,20945
3C,level_3,MNAR,0.35,35.0,mean,mim,0.0220356242751664,0.0287190612744651,0.8796432646829778,2,cnn,20945
3C,level_3,MNAR,0.35,35.0,iterative,mim,0.0200344566780476,0.0276997913230592,0.8880348379206205,2,cnn,20945
3C,level_3,MNAR,0.4,40.0,zero,mim,0.0214025119652147,0.0285893214308394,0.8807282439544838,2,cnn,20945
3C,level_3,MNAR,0.4,40.0,mean,mim,0.0210230378652927,0.027917711860096,0.8862661974139051,2,cnn,20945
3C,level_3,MNAR,0.4,40.0,iterative,mim,0.0206407746765662,0.0290091116642592,0.8771998837276024,2,cnn,20945
3C,level_3,MNAR,0.45,45.0,zero,mim,0.0212119732898839,0.0278567025758912,0.8867627449915146,2,cnn,20945
3C,level_3,MNAR,0.45,45.0,mean,mim,0.0235953382496171,0.0310444657738955,0.859363418944657,2,cnn,20945
3C,level_3,MNAR,0.45,45.0,iterative,mim,0.0221563574223266,0.0298170691861994,0.8702642028745202,2,cnn,20945
3C,level_3,MNAR,0.5,50.0,zero,mim,0.0210436114207535,0.0272277310002757,0.8918185442961137,2,cnn,20945
3C,level_3,MNAR,0.5,50.0,mean,mim,0.0240541212515117,0.0322938325862393,0.8478159640289051,2,cnn,20945
3C,level_3,MNAR,0.5,50.0,iterative,mim,0.0216316528864389,0.0302851078014773,0.8661593101934602,2,cnn,20945
3C,level_3,MNAR,0.55,55.00000000000001,zero,mim,0.0217587164888084,0.0281566507932972,0.8843110424500399,2,cnn,20945
3C,level_3,MNAR,0.55,55.00000000000001,mean,mim,0.0250961861071468,0.0332006113606709,0.8391496240256215,2,cnn,20945
3C,level_3,MNAR,0.55,55.00000000000001,iterative,mim,0.0239468424871997,0.0327399197035357,0.8435825727357998,2,cnn,20945
3C,level_3,MNAR,0.6000000000000001,60.00000000000001,zero,mim,0.0222209439272516,0.0295363979751143,0.872695140864213,2,cnn,20945
3C,level_3,MNAR,0.6000000000000001,60.00000000000001,mean,mim,0.0247388512290075,0.032937359756204,0.8416903148165737,2,cnn,20945
3C,level_3,MNAR,0.6000000000000001,60.00000000000001,iterative,mim,0.0269812996826336,0.0367085352884493,0.8033635475106887,2,cnn,20945
3C,level_3,MNAR,0.65,65.0,zero,mim,0.023693667589399,0.0310899315573444,0.8589511822114684,2,cnn,20945
3C,level_3,MNAR,0.65,65.0,mean,mim,0.0257744036911634,0.0341598490734725,0.8297207201030187,2,cnn,20945
3C,level_3,MNAR,0.65,65.0,iterative,mim,0.0289732831866671,0.0370671727086384,0.7995025554706174,2,cnn,20945
3C,level_3,MNAR,0.7000000000000001,70.0,zero,mim,0.0237981812022345,0.0320823359550891,0.8498027839135325,2,cnn,20945
3C,level_3,MNAR,0.7000000000000001,70.0,mean,mim,0.0256452997821524,0.0345601611844481,0.8257064012642671,2,cnn,20945
3C,level_3,MNAR,0.7000000000000001,70.0,iterative,mim,0.0275206935439094,0.0372567170785731,0.7974468104916934,2,cnn,20945
3C,level_3,MNAR,0.75,75.0,zero,mim,0.0250276793006675,0.0349686568114547,0.8215618055214681,2,cnn,20945
3C,level_3,MNAR,0.75,75.0,mean,mim,0.0277038209122656,0.0357750378453098,0.8132373092985759,2,cnn,20945
3C,level_3,MNAR,0.75,75.0,iterative,mim,0.0311166874697698,0.0424866162237041,0.7365888186337097,2,cnn,20945
3C,level_3,MNAR,0.8,80.0,zero,mim,0.0246013611925944,0.034388000005006,0.8274385605886603,2,cnn,20945
3C,level_3,MNAR,0.8,80.0,mean,mim,0.0272218335421657,0.0358265095854228,0.8126995088284893,2,cnn,20945
3C,level_3,MNAR,0.8,80.0,iterative,mim,0.0316156227709274,0.042823157066957,0.7323992772478258,2,cnn,20945
3C,level_3,MNAR,0.8500000000000001,85.00000000000001,zero,mim,0.0259521183531302,0.0348915002732926,0.8223483661609191,2,cnn,20945
3C,level_3,MNAR,0.8500000000000001,85.00000000000001,mean,mim,0.0271411032568908,0.0343458821459117,0.8278610025786273,2,cnn,20945
3C,level_3,MNAR,0.8500000000000001,85.00000000000001,iterative,mim,0.0326331173719194,0.0460454993735097,0.6906114100267758,2,cnn,20945
3C,level_3,MNAR,0.9,90.0,zero,mim,0.0257961632653637,0.0346403306081428,0.8248968434651651,2,cnn,20945
3C,level_3,MNAR,0.9,90.0,mean,mim,0.0289558795050219,0.0378908994630813,0.7904924163031032,2,cnn,20945
3C,level_3,MNAR,0.9,90.0,iterative,mim,0.0317826041405372,0.0434957202915039,0.723927611377752,2,cnn,20945
3C,level_3,MNAR,0.95,95.0,zero,mim,0.027444375338929,0.0383984784531362,0.7848417764348514,2,cnn,20945
3C,level_3,MNAR,0.95,95.0,mean,mim,0.0293337653902298,0.0383787624512903,0.7850626690870726,2,cnn,20945
3C,level_3,MNAR,0.95,95.0,iterative,mim,0.0333177440045852,0.046644973411853,0.6825030057220134,2,cnn,20945
3C,level_3,MCAR,0.0,0.0,zero,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MCAR,0.0,0.0,mean,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MCAR,0.0,0.0,iterative,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MCAR,0.05,5.0,zero,mim,0.0263844090941554,0.0350784171662194,0.8079863052550409,8,cnn,20945
3C,level_3,MCAR,0.05,5.0,mean,mim,0.0259202123335358,0.0352136331261734,0.8065031507539863,8,cnn,20945
3C,level_3,MCAR,0.05,5.0,iterative,mim,0.0274897884346995,0.0359895830727884,0.7978815968927491,8,cnn,20945
3C,level_3,MCAR,0.1,10.0,zero,mim,0.0241656284869837,0.0325474429561278,0.8346950051921145,8,cnn,20945
3C,level_3,MCAR,0.1,10.0,mean,mim,0.0251728066014347,0.0343853250975486,0.8154990966993318,8,cnn,20945
3C,level_3,MCAR,0.1,10.0,iterative,mim,0.0260841709198682,0.0351957005739165,0.8067001772196403,8,cnn,20945
3C,level_3,MCAR,0.15,15.0,zero,mim,0.0242820693157411,0.0333246016054252,0.8267065453653061,8,cnn,20945
3C,level_3,MCAR,0.15,15.0,mean,mim,0.0236982365769483,0.0323421086657146,0.8367741679250928,8,cnn,20945
3C,level_3,MCAR,0.15,15.0,iterative,mim,0.0274846399472501,0.0370842865338358,0.785398831037785,8,cnn,20945
3C,level_3,MCAR,0.2,20.0,zero,mim,0.0228455910931549,0.031037553227271,0.8496763951153806,8,cnn,20945
3C,level_3,MCAR,0.2,20.0,mean,mim,0.0227914694505345,0.0314379063296517,0.8457733381947318,8,cnn,20945
3C,level_3,MCAR,0.2,20.0,iterative,mim,0.0292688036801172,0.0400851970811146,0.749261932915761,8,cnn,20945
3C,level_3,MCAR,0.25,25.0,zero,mim,0.0214402138066938,0.030544669635249,0.8544128341232446,8,cnn,20945
3C,level_3,MCAR,0.25,25.0,mean,mim,0.0233933076440416,0.0324828218966793,0.8353507605141446,8,cnn,20945
3C,level_3,MCAR,0.25,25.0,iterative,mim,0.0294644426304014,0.0416713622520521,0.7290259994478611,8,cnn,20945
3C,level_3,MCAR,0.3,30.0,zero,mim,0.0208821550620124,0.0296178976408716,0.8631134799261841,8,cnn,20945
3C,level_3,MCAR,0.3,30.0,mean,mim,0.0232651630513105,0.0325704562032125,0.8344611588890314,8,cnn,20945
3C,level_3,MCAR,0.3,30.0,iterative,mim,0.0317448049497504,0.0458374416637907,0.6721365777356263,8,cnn,20945
3C,level_3,MCAR,0.35,35.0,zero,mim,0.0197052840200993,0.0291306812444611,0.8675800226051074,8,cnn,20945
3C,level_3,MCAR,0.35,35.0,mean,mim,0.0228053165855885,0.0328619541774185,0.8314848315936851,8,cnn,20945
3C,level_3,MCAR,0.35,35.0,iterative,mim,0.0309502531979427,0.0429141582991682,0.7126220615344416,8,cnn,20945
3C,level_3,MCAR,0.4,40.0,zero,mim,0.0201643120013099,0.0291805611465516,0.8671261540298789,8,cnn,20945
3C,level_3,MCAR,0.4,40.0,mean,mim,0.0251912352784939,0.0345923342620984,0.8132709167946893,8,cnn,20945
3C,level_3,MCAR,0.4,40.0,iterative,mim,0.0341247254184491,0.0486505844483305,0.6306582938512743,8,cnn,20945
3C,level_3,MCAR,0.45,45.0,zero,mim,0.0208541712890338,0.0296895795644804,0.8624500862471958,8,cnn,20945
3C,level_3,MCAR,0.45,45.0,mean,mim,0.0244105577727698,0.0346503415478044,0.8126441461987677,8,cnn,20945
3C,level_3,MCAR,0.45,45.0,iterative,mim,0.0317019166179887,0.0452587716085008,0.6803624802995227,8,cnn,20945
3C,level_3,MCAR,0.5,50.0,zero,mim,0.0222020852739975,0.0321572369385056,0.8386348751091277,8,cnn,20945
3C,level_3,MCAR,0.5,50.0,mean,mim,0.0248852958081908,0.0356585896987193,0.8015822352537565,8,cnn,20945
3C,level_3,MCAR,0.5,50.0,iterative,mim,0.034977770436034,0.0492169135680446,0.6220094191403358,8,cnn,20945
3C,level_3,MCAR,0.55,55.00000000000001,zero,mim,0.0211510778259882,0.0309123434642512,0.8508868009467315,8,cnn,20945
3C,level_3,MCAR,0.55,55.00000000000001,mean,mim,0.025833341706023,0.0352480676285276,0.8061245345822883,8,cnn,20945
3C,level_3,MCAR,0.55,55.00000000000001,iterative,mim,0.0360143845016622,0.050765439014467,0.5978495863002312,8,cnn,20945
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,zero,mim,0.0228144787686851,0.0322513970209674,0.8376885003563244,8,cnn,20945
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,mean,mim,0.0281543143955302,0.0378712670915238,0.7761939104366693,8,cnn,20945
3C,level_3,MCAR,0.6000000000000001,60.00000000000001,iterative,mim,0.0342065057913794,0.0476424924755826,0.6458060201057938,8,cnn,20945
3C,level_3,MCAR,0.65,65.0,zero,mim,0.0257811990510944,0.0352055746243714,0.8065917026102236,8,cnn,20945
3C,level_3,MCAR,0.65,65.0,mean,mim,0.0308144896811881,0.0434669593527298,0.7051706266912359,8,cnn,20945
3C,level_3,MCAR,0.65,65.0,iterative,mim,0.0386048289579737,0.0536688286072486,0.550534398469315,8,cnn,20945
3C,level_3,MCAR,0.7000000000000001,70.0,zero,mim,0.026932903021014,0.0369683816950687,0.7867381823448523,8,cnn,20945
3C,level_3,MCAR,0.7000000000000001,70.0,mean,mim,0.0313034542766642,0.0432805924903537,0.7076933995384662,8,cnn,20945
3C,level_3,MCAR,0.7000000000000001,70.0,iterative,mim,0.0378784164526268,0.054157141780386,0.5423181409472553,8,cnn,20945
3C,level_3,MCAR,0.75,75.0,zero,mim,0.028412116580318,0.0387438189726704,0.7657621457921936,8,cnn,20945
3C,level_3,MCAR,0.75,75.0,mean,mim,0.0346511765282935,0.049401902571703,0.6191626127938098,8,cnn,20945
3C,level_3,MCAR,0.75,75.0,iterative,mim,0.0386931076268811,0.0535489386582464,0.5525402637525512,8,cnn,20945
3C,level_3,MCAR,0.8,80.0,zero,mim,0.0333523861222078,0.042770099552856,0.7145482239202979,8,cnn,20945
3C,level_3,MCAR,0.8,80.0,mean,mim,0.0378892475936507,0.0525287393273301,0.5694276044871793,8,cnn,20945
3C,level_3,MCAR,0.8,80.0,iterative,mim,0.0383356917446988,0.0515127134478158,0.585923025525874,8,cnn,20945
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,zero,mim,0.0377253393440007,0.0485218937026336,0.6326096782260877,8,cnn,20945
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,mean,mim,0.0406043048552033,0.0578277325718172,0.4781753924975165,8,cnn,20945
3C,level_3,MCAR,0.8500000000000001,85.00000000000001,iterative,mim,0.0436574263483099,0.0587888674027978,0.4606851061974235,8,cnn,20945
3C,level_3,MCAR,0.9,90.0,zero,mim,0.0473171990241287,0.0588670451492203,0.4592497848932406,8,cnn,20945
3C,level_3,MCAR,0.9,90.0,mean,mim,0.0461934850270663,0.0670544482997956,0.2983711883919951,8,cnn,20945
3C,level_3,MCAR,0.9,90.0,iterative,mim,0.0475267374600149,0.0618555900981171,0.4029507789751735,8,cnn,20945
3C,level_3,MCAR,0.95,95.0,zero,mim,0.0528309572375144,0.0653896315469797,0.3327785375936494,8,cnn,20945
3C,level_3,MCAR,0.95,95.0,mean,mim,0.0502706075540912,0.0728224055856928,0.1724728151792043,8,cnn,20945
3C,level_3,MCAR,0.95,95.0,iterative,mim,0.0508989102467116,0.0708246208366665,0.2172542042661781,8,cnn,20945
3C,level_3,MAR,0.0,0.0,zero,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MAR,0.0,0.0,mean,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MAR,0.0,0.0,iterative,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MAR,0.05,5.0,zero,mim,0.0279062415244434,0.0362731867179978,0.7946835955652571,8,cnn,20945
3C,level_3,MAR,0.05,5.0,mean,mim,0.0276140107312132,0.0359692463171159,0.79810995581675,8,cnn,20945
3C,level_3,MAR,0.05,5.0,iterative,mim,0.027551174216579,0.036486589425116,0.7922606508446257,8,cnn,20945
3C,level_3,MAR,0.1,10.0,zero,mim,0.0254987360749214,0.0335672129463831,0.8241741220540598,8,cnn,20945
3C,level_3,MAR,0.1,10.0,mean,mim,0.0271014146486254,0.0359568717669089,0.7982488449510652,8,cnn,20945
3C,level_3,MAR,0.1,10.0,iterative,mim,0.0278165646405707,0.0373309398658098,0.782534646332698,8,cnn,20945
3C,level_3,MAR,0.15,15.0,zero,mim,0.0264326736713003,0.0349244587569196,0.8096680943226471,8,cnn,20945
3C,level_3,MAR,0.15,15.0,mean,mim,0.0262705403001422,0.0350600244806731,0.8081876097560942,8,cnn,20945
3C,level_3,MAR,0.15,15.0,iterative,mim,0.0283590537521187,0.0395452749153143,0.7559710083421735,8,cnn,20945
3C,level_3,MAR,0.2,20.0,zero,mim,0.0246345856095156,0.0331138719385902,0.8288912742648957,8,cnn,20945
3C,level_3,MAR,0.2,20.0,mean,mim,0.0243794906313583,0.0326593012544501,0.8335568199457941,8,cnn,20945
3C,level_3,MAR,0.2,20.0,iterative,mim,0.0304334373951953,0.0435804027998746,0.7036296812691623,8,cnn,20945
3C,level_3,MAR,0.25,25.0,zero,mim,0.0237871492182785,0.032353833505844,0.8366557994101671,8,cnn,20945
3C,level_3,MAR,0.25,25.0,mean,mim,0.0242147826491417,0.0334075578652594,0.8258426988822789,8,cnn,20945
3C,level_3,MAR,0.25,25.0,iterative,mim,0.0310874257306714,0.0424462129307557,0.7188551555212892,8,cnn,20945
3C,level_3,MAR,0.3,30.0,zero,mim,0.0234819545088829,0.0321892397450524,0.8383135349048312,8,cnn,20945
3C,level_3,MAR,0.3,30.0,mean,mim,0.0242186986748012,0.0329195237064861,0.8308938845961218,8,cnn,20945
3C,level_3,MAR,0.3,30.0,iterative,mim,0.0283168401608636,0.0396398206000016,0.754802754054915,8,cnn,20945
3C,level_3,MAR,0.35,35.0,zero,mim,0.0229738036177601,0.0321732005662844,0.8384746242652714,8,cnn,20945
3C,level_3,MAR,0.35,35.0,mean,mim,0.0232508759359228,0.032324854403635,0.836948280878942,8,cnn,20945
3C,level_3,MAR,0.35,35.0,iterative,mim,0.031552688779811,0.0452674967372307,0.6802392269618129,8,cnn,20945
3C,level_3,MAR,0.4,40.0,zero,mim,0.0231516060221916,0.0322578131200493,0.8376239133710235,8,cnn,20945
3C,level_3,MAR,0.4,40.0,mean,mim,0.0258320315247537,0.0348125613285497,0.8108857814603273,8,cnn,20945
3C,level_3,MAR,0.4,40.0,iterative,mim,0.0326255919171773,0.046302098864175,0.6654557397356924,8,cnn,20945
3C,level_3,MAR,0.45,45.0,zero,mim,0.0239310257111312,0.0337459515323887,0.8222966626592727,8,cnn,20945
3C,level_3,MAR,0.45,45.0,mean,mim,0.0248362251014948,0.0343169162210223,0.8162324877243723,8,cnn,20945
3C,level_3,MAR,0.45,45.0,iterative,mim,0.0307944425013468,0.0443920349011598,0.6924878117207354,8,cnn,20945
3C,level_3,MAR,0.5,50.0,zero,mim,0.023243348057932,0.0331660132463033,0.8283519923033047,8,cnn,20945
3C,level_3,MAR,0.5,50.0,mean,mim,0.0244590994112178,0.0362954511918457,0.7944314718865553,8,cnn,20945
3C,level_3,MAR,0.5,50.0,iterative,mim,0.0342858924825903,0.0497872892038522,0.6131975746513283,8,cnn,20945
3C,level_3,MAR,0.55,55.00000000000001,zero,mim,0.0217099898662845,0.0326207469340411,0.8339495604975156,8,cnn,20945
3C,level_3,MAR,0.55,55.00000000000001,mean,mim,0.0274639302434901,0.0397875157587971,0.7529721750131692,8,cnn,20945
3C,level_3,MAR,0.55,55.00000000000001,iterative,mim,0.0304880652477447,0.043579064729723,0.7036478801917916,8,cnn,20945
3C,level_3,MAR,0.6000000000000001,60.00000000000001,zero,mim,0.0252860871456361,0.0378188797476555,0.7768126643441217,8,cnn,20945
3C,level_3,MAR,0.6000000000000001,60.00000000000001,mean,mim,0.0301920354580331,0.0476118595401335,0.6462613494816818,8,cnn,20945
3C,level_3,MAR,0.6000000000000001,60.00000000000001,iterative,mim,0.0335267041809623,0.0501796537350156,0.607076912896543,8,cnn,20945
3C,level_3,MAR,0.65,65.0,zero,mim,0.0253333749810937,0.039112107507342,0.761287773640619,8,cnn,20945
3C,level_3,MAR,0.65,65.0,mean,mim,0.0296758637259051,0.0476231125710908,0.6460941179375508,8,cnn,20945
3C,level_3,MAR,0.65,65.0,iterative,mim,0.0331606804124995,0.0501974110106003,0.6067987731504725,8,cnn,20945
3C,level_3,MAR,0.7000000000000001,70.0,zero,mim,0.0255816052084427,0.0423289743621442,0.7204060830068114,8,cnn,20945
3C,level_3,MAR,0.7000000000000001,70.0,mean,mim,0.0318708797884883,0.0515967422364927,0.5845710188860613,8,cnn,20945
3C,level_3,MAR,0.7000000000000001,70.0,iterative,mim,0.0357558775824146,0.0526654313422801,0.56718378948837,8,cnn,20945
3C,level_3,MAR,0.75,75.0,zero,mim,0.0285116029691596,0.0458710498172871,0.6716556205372682,8,cnn,20945
3C,level_3,MAR,0.75,75.0,mean,mim,0.0352623563380231,0.0597623620360515,0.442676012769707,8,cnn,20945
3C,level_3,MAR,0.75,75.0,iterative,mim,0.0401702724598145,0.0611601108481392,0.4163012611096479,8,cnn,20945
3C,level_3,MAR,0.8,80.0,zero,mim,0.0292153481819933,0.051175451420484,0.5913273332030907,8,cnn,20945
3C,level_3,MAR,0.8,80.0,mean,mim,0.0366527490775122,0.0619612238798005,0.400909818098771,8,cnn,20945
3C,level_3,MAR,0.8,80.0,iterative,mim,0.0405094663823074,0.0614483400828963,0.4107867037114546,8,cnn,20945
3C,level_3,MAR,0.8500000000000001,85.00000000000001,zero,mim,0.0319413219702766,0.05585698212978,0.5131365607241026,8,cnn,20945
3C,level_3,MAR,0.8500000000000001,85.00000000000001,mean,mim,0.0394025914046859,0.0671540636767018,0.2962849752785216,8,cnn,20945
3C,level_3,MAR,0.8500000000000001,85.00000000000001,iterative,mim,0.0409511890640338,0.0659703971751239,0.3208738948372294,8,cnn,20945
3C,level_3,MAR,0.9,90.0,zero,mim,0.0334846778144916,0.058677144494211,0.4627329964791039,8,cnn,20945
3C,level_3,MAR,0.9,90.0,mean,mim,0.0412825074385004,0.0711278980901664,0.2105362789858761,8,cnn,20945
3C,level_3,MAR,0.9,90.0,iterative,mim,0.0431778525171299,0.0694420088301763,0.2475168513387132,8,cnn,20945
3C,level_3,MAR,0.95,95.0,zero,mim,0.0343134826966765,0.0597497289226291,0.4429116123255565,8,cnn,20945
3C,level_3,MAR,0.95,95.0,mean,mim,0.0425706535052655,0.0732605462151237,0.1624851197358894,8,cnn,20945
3C,level_3,MAR,0.95,95.0,iterative,mim,0.0469778310301906,0.0749025407885881,0.1245218192199423,8,cnn,20945
3C,level_3,MNAR,0.0,0.0,zero,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MNAR,0.0,0.0,mean,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MNAR,0.0,0.0,iterative,mim,0.0291951210165322,0.0372538341541758,0.7834320523045534,8,cnn,20945
3C,level_3,MNAR,0.05,5.0,zero,mim,0.0276616297206201,0.0361104706776851,0.7965215008128202,8,cnn,20945
3C,level_3,MNAR,0.05,5.0,mean,mim,0.0268458414605365,0.0354132509679928,0.8043031560787585,8,cnn,20945
3C,level_3,MNAR,0.05,5.0,iterative,mim,0.0279937801988239,0.0370745898765954,0.7855110425493752,8,cnn,20945
3C,level_3,MNAR,0.1,10.0,zero,mim,0.0261782459257042,0.0352155906370703,0.8064816373408464,8,cnn,20945
3C,level_3,MNAR,0.1,10.0,mean,mim,0.025589671373865,0.0342698758033186,0.8167359464672286,8,cnn,20945
3C,level_3,MNAR,0.1,10.0,iterative,mim,0.0290629239699536,0.0390236547392421,0.7623662571504216,8,cnn,20945
3C,level_3,MNAR,0.15,15.0,zero,mim,0.0245956329433305,0.0340007427157476,0.8196031145835105,8,cnn,20945
3C,level_3,MNAR,0.15,15.0,mean,mim,0.0254435572962671,0.0343296507652675,0.8160960751336651,8,cnn,20945
3C,level_3,MNAR,0.15,15.0,iterative,mim,0.0287661662689081,0.0391836268951484,0.7604139694611016,8,cnn,20945
3C,level_3,MNAR,0.2,20.0,zero,mim,0.0218903295102846,0.0309774477979224,0.8502580463928384,8,cnn,20945
3C,level_3,MNAR,0.2,20.0,mean,mim,0.0252582453636137,0.0346152281849505,0.813023672661255,8,cnn,20945
3C,level_3,MNAR,0.2,20.0,iterative,mim,0.0319202108343359,0.0429406033935943,0.7122677692159174,8,cnn,20945
3C,level_3,MNAR,0.25,25.0,zero,mim,0.0235302290219603,0.0324745483226599,0.8354346241753318,8,cnn,20945
3C,level_3,MNAR,0.25,25.0,mean,mim,0.0245611338854333,0.0333275003257477,0.826676396401363,8,cnn,20945
3C,level_3,MNAR,0.25,25.0,iterative,mim,0.0324541873424187,0.0447784758562352,0.6871106062937327,8,cnn,20945
3C,level_3,MNAR,0.3,30.0,zero,mim,0.0217770548304834,0.0314098795590762,0.8460482005527288,8,cnn,20945
3C,level_3,MNAR,0.3,30.0,mean,mim,0.024620520446395,0.0339278784060173,0.8203754747744884,8,cnn,20945
3C,level_3,MNAR,0.3,30.0,iterative,mim,0.0353777490687519,0.0468516372269874,0.6574675104754495,8,cnn,20945
3C,level_3,MNAR,0.35,35.0,zero,mim,0.0210151620418891,0.0295835068254754,0.8634311868723094,8,cnn,20945
3C,level_3,MNAR,0.35,35.0,mean,mim,0.0252376837561175,0.0343712494412376,0.8156501169244177,8,cnn,20945
3C,level_3,MNAR,0.35,35.0,iterative,mim,0.036865860503999,0.0521242225525114,0.5760336306211764,8,cnn,20945
3C,level_3,MNAR,0.4,40.0,zero,mim,0.0205304563398898,0.0299664183543089,0.8598729742999391,8,cnn,20945
3C,level_3,MNAR,0.4,40.0,mean,mim,0.0258748768446092,0.0350925074843343,0.8078320179387817,8,cnn,20945
3C,level_3,MNAR,0.4,40.0,iterative,mim,0.0377254237780242,0.0530622443118235,0.5606370242125823,8,cnn,20945
3C,level_3,MNAR,0.45,45.0,zero,mim,0.0215180550636976,0.0318591167738371,0.841612942446301,8,cnn,20945
3C,level_3,MNAR,0.45,45.0,mean,mim,0.0274534830499541,0.0370556757605897,0.7857298357553243,8,cnn,20945
3C,level_3,MNAR,0.45,45.0,iterative,mim,0.0409489019857816,0.0571526590681568,0.49028770516814,8,cnn,20945
3C,level_3,MNAR,0.5,50.0,zero,mim,0.0212058437801353,0.031518074841511,0.8449857611560073,8,cnn,20945
3C,level_3,MNAR,0.5,50.0,mean,mim,0.0294753617105503,0.0380644256860359,0.7739050873606893,8,cnn,20945
